,Role,Company,Location,Min_Salary,Max_Salary,Average_Salary,Employment Type,Min_Experience,Max_Experience,UG,PG,Doctorate,Key Skills,Industry Type,Department,Role Category,Date Posted,Openings,Applications,Reviews
148,data science and analytics - other,consulting firm,[''],1800000.0,2500000.0,2150000.0,"full time, permanent",2,7,b.tech/b.e.,m.tech,Not Specified,"['analysis', 'analytical', 'analytics', 'computer science', 'data analysis', 'data analytics', 'data science', 'data scientist', 'data structures', 'database management system', 'problem analysis', 'problem solving', 'python', 'python coding', 'python data', 'python data analytics', 'python programming', 'statistics']",it services and consulting,data science and analytics,data science and analytics - other,08-09-2024,50,2222,
149,logistics / scm analyst,hatsun agro product,['chennai'],,,,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['advanced excel', 'dashboards', 'data analytics', 'data reporting', 'data visualization', 'power bi']",fmcg,procurement and supply chain,scm and logistics,08-09-2024,1,866,4.1
150,data analyst,swosti premium,['bhubaneswar'],300000.0,400000.0,350000.0,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['data analysis', 'data analytics', 'data management', 'data profiling', 'data quality', 'data reporting']",hotels and restaurants,data science and analytics,business intelligence and analytics,08-09-2024,1,279,3.5
151,data analyst,ifood web media technology,"['bangalore', 'chennai', 'hyderabad']",,,,"full time, permanent",5,8,b.sc,ms/m.sc,ph.d/doctorate,"['advanced excel', 'hlookup', 'pivot table', 'python', 'vlookup']",film / music / entertainment,data science and analytics,business intelligence and analytics,10-09-2024,1,42,3.9
152,it security - other,randstad offshore,['bangalore'],,,,"full time, temporary/contractual",6,10,Any Graduate,Not Specified,Not Specified,"['data analyst', 'data analytic engineer', 'etl', 'power b', 'python', 'qlik sense', 'r', 'tableau']",it services and consulting,it and information security,it security,05-09-2024,5,1085,
153,data analyst,infosys,['bangalore'],,,,"full time, permanent",5,10,b.tech/b.e.,m.tech,Not Specified,"['agile methodologies', 'data mapping', 'documentation', 'hl7 fhir implementation', 'jira', 'microsoft sql studio', 'sdlc', 'technical risk planning']",it services and consulting,data science and analytics,business intelligence and analytics,09-09-2024,,18,3.8
154,data analyst,saven technologies,['hyderabad'],,,,"full time, permanent",3,5,Any Graduate,any postgraduate,Not Specified,"['analytical', 'analytics', 'data analytics', 'data visualization', 'python', 'rca', 'root cause analysis', 'social media', 'sql']",bpo / call centre,data science and analytics,business intelligence and analytics,26-08-2024,1,2890,3.6
155,data analyst,vgen software solutions,['coimbatore'],,,,"full time, permanent",0,5,Any Graduate,Not Specified,Not Specified,"['advanced excel', 'advanced ms excel', 'communication skills', 'conditional formatting', 'countif', 'formulas', 'hlookup', 'ms excel', 'ms office', 'pivot table', 'vlookup']",it services and consulting,data science and analytics,business intelligence and analytics,05-09-2024,1,3243,
156,data science and analytics - other,ey,"['bangalore', 'hyderabad', 'mumbai']",400000.0,800000.0,600000.0,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['excel', 'hr analytics', 'hr reporting', 'power bi', 'sql', 'workday reporting']",accounting / auditing,data science and analytics,data science and analytics - other,31-08-2024,1,5876,3.7
157,data analyst,leading client,"['bangalore', 'delhi', 'mumbai']",500000.0,1200000.0,850000.0,"full time, permanent",0,2,Any Graduate,any postgraduate,Not Specified,"['agile development', 'data analyst', 'data operations', 'data visualizations', 'power bi', 'tableau']",recruitment / staffing,data science and analytics,business intelligence and analytics,05-09-2024,,16958,
158,data engineer,breakwalls technologies,['bangalore'],,,,"full time, permanent",0,5,b.tech/b.e.,Not Specified,Not Specified,"['excel', 'sql server', 'sql server development', 'tsql development']",software product,engineering - software and qa,software development,29-08-2024,3,22558,3.9
159,data science and analytics - other,novel office,['bangalore'],250000.0,300000.0,275000.0,"full time, permanent",0,1,Any Graduate,Not Specified,Not Specified,"['analytical skills', 'communication skills', 'data analysis', 'data collection', 'data interpretation', 'excel', 'problem solving', 'python', 'reporting', 'sql']",real estate (co-working),data science and analytics,data science and analytics - other,27-08-2024,1,8935,4.1
160,data science and analytics - other,au small finance bank,['jaipur'],,,,"full time, permanent",2,6,b.tech/b.e.,Not Specified,Not Specified,"['data analytics', 'data science', 'machine learning', 'python']",banking,data science and analytics,data science and analytics - other,02-09-2024,1,1891,4.5
161,data science and analytics - other,kotak mahindra bank,['mumbai'],300000.0,475000.0,387500.0,"full time, permanent",1,4,Any Graduate,Not Specified,Not Specified,"['advanced excel', 'dashboards', 'data analytics', 'excel report preparation', 'mis preparation', 'powerpoint']",banking,data science and analytics,data science and analytics - other,27-08-2024,1,2995,3.8
162,data analyst,anjali diamonds pvt. ltd.,['surat'],175000.0,250000.0,212500.0,"full time, permanent",3,5,Any Graduate,any postgraduate,Not Specified,"['advanced excel', 'bi', 'business analysis', 'business intelligence', 'communication skills', 'data analysis', 'data analytics', 'data visualization', 'forecasting', 'strong analytical skills']",gems and jewellery,data science and analytics,business intelligence and analytics,06-09-2024,1,340,
163,data analyst,leading client,['mumbai'],,,,"full time, permanent",3,8,Any Graduate,any postgraduate,Not Specified,"['communication skills', 'dashboard creation', 'data analysis', 'data analytics', 'data collection', 'data management', 'data visualization', 'database management', 'python', 'tableau']",bpo / call centre,data science and analytics,business intelligence and analytics,04-09-2024,5,2764,
164,data science and analytics - other,ltimindtree,"['bangalore', 'chennai', 'hyderabad']",,,,"full time, permanent",5,9,Any Graduate,Not Specified,Not Specified,"['athena', 'aws', 'bigquery', 'data analyst', 'gcp', 'pyspark']",it services and consulting,data science and analytics,data science and analytics - other,04-09-2024,2,1016,3.7
165,data analyst,idfc first bharat,['mumbai'],,,,"full time, permanent",5,10,b.tech/b.e.,m.tech,Not Specified,"['analytical', 'analytics', 'banking', 'continuous improvement', 'data analyst', 'data analytics', 'lead analyst', 'manager technology', 'test strategy']",banking,data science and analytics,business intelligence and analytics,28-08-2024,1,107,4.5
166,data analyst,idfc first bharat,['mumbai'],,,,"full time, permanent",2,5,b.tech/b.e.,m.tech,Not Specified,"['analytical', 'analytics', 'banking', 'continuous improvement', 'data analyst', 'data analytics', 'lead analyst', 'manager technology', 'test strategy']",banking,data science and analytics,business intelligence and analytics,28-08-2024,1,473,4.5
167,data analyst,sadup soft,['bangalore'],,,,"full time, permanent",3,6,b.tech/b.e.,any postgraduate,ph.d/doctorate,"['bigquery', 'data analysis', 'data analyst', 'data analytics', 'data integrity', 'data validation', 'hadoop', 'python', 'spark']",it services and consulting,data science and analytics,business intelligence and analytics,26-08-2024,,2521,4.6
168,data analyst,sadup soft,['bangalore'],,,,"full time, permanent",5,8,Any Graduate,any postgraduate,ph.d/doctorate,"['data analysis', 'data analyst', 'data analytics', 'data integrity', 'data visualization tools', 'looker', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,26-08-2024,,1319,4.6
169,data science and analytics - other,simply vyapar apps,['bangalore'],,,,"full time, permanent",1,4,b.tech/b.e.,Not Specified,Not Specified,"['analytics', 'business understanding', 'data analytics', 'kpi', 'metrics', 'python', 'sql']",fintech / payments,data science and analytics,data science and analytics - other,02-09-2024,6,10194,3.7
170,data science and analytics - other,rubicon skills development,['pune'],100000.0,150000.0,125000.0,"full time, permanent",0,1,Any Graduate,Not Specified,Not Specified,"['advanced excel', 'data cleaning  data visualisation', 'excel', 'power bi', 'v-lookup and h-lookup']",recruitment / staffing,data science and analytics,data science and analytics - other,01-09-2024,10,3294,2.2
171,data science and analytics - other,international data corporation (idc),['bangalore'],,,,"full time, permanent",5,8,Any Graduate,any postgraduate,Not Specified,"['advanced excel', 'powerpoint', 'python', 'sql']",analytics / kpo / research,data science and analytics,data science and analytics - other,09-09-2024,1,632,4.2
172,data analyst,eastvantage,['bangalore'],,,,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['etl', 'gcp', 'sql', 'tableau']",management consulting,data science and analytics,business intelligence and analytics,09-09-2024,5,1645,2.5
173,data analyst,ascendion,['bangalore'],2000000.0,2750000.0,2375000.0,"full time, permanent",8,13,Any Graduate,Not Specified,Not Specified,"['data analyst', 'finance', 'numpy', 'pandas', 'python', 'salesforce', 'sfdc', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,09-09-2024,2,334,
174,data analyst,accenture,['bangalore'],,,,"full time, permanent",3,5,Any Graduate,any postgraduate,Not Specified,"['azure data factory', 'azure databricks', 'business analysis', 'business intelligence', 'data analysis', 'data analytics', 'data management', 'data science', 'data visualization', 'database management', 'machine learning', 'microsoft azure', 'power bi', 'python', 'sql', 'sql server', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,30-08-2024,,181,4.0
175,data analyst,lulu group india,['kochi'],,,,"full time, permanent",5,10,b.tech/b.e.,Not Specified,Not Specified,"['business intelligence', 'data analytics', 'data visualization', 'power bi', 'sql']",retail,data science and analytics,business intelligence and analytics,26-08-2024,2,1099,4.0
176,data analyst,leewayhertz technologies,['gurgaon'],1000000.0,1500000.0,1250000.0,"full time, permanent",3,5,b.tech/b.e.,Not Specified,Not Specified,"['data analysis', 'data analytics', 'data cleansing', 'data extraction', 'data management', 'data manipulation', 'data mining', 'data reporting']",it services and consulting,data science and analytics,business intelligence and analytics,09-09-2024,1,1819,3.1
178,data science and analytics - other,optimum solutions,['chennai'],,,,"full time, permanent",10,20,Any Graduate,Not Specified,Not Specified,"['data analytics', 'data cleansing', 'data quality', 'data visualization', 'microsoft power bi', 'python', 'r', 'sql', 'tableau']",it services and consulting,data science and analytics,data science and analytics - other,27-08-2024,1,648,
179,data science and analytics - other,sipl,"['delhi', 'gurgaon', 'noida']",,,,"full time, permanent",6,11,Any Graduate,Not Specified,Not Specified,"['ai', 'artificial intelligence', 'azure', 'data analysis', 'data analytics', 'python']",it services and consulting,data science and analytics,data science and analytics - other,26-08-2024,3,929,
180,data analyst,cygnus a d management consulting llp,['mumbai'],550000.0,700000.0,625000.0,"full time, permanent",3,8,Any Graduate,Not Specified,Not Specified,"['charts', 'dashboards', 'data analysis', 'data analyst', 'data analytics', 'data cleansing', 'data collection', 'data management', 'data quality', 'data validation', 'data visualization', 'excel', 'formulas', 'macros', 'pivot table', 'power bi', 'predictive modeling', 'process improvement', 'reports', 'sql', 'statistical analyses']",consumer electronics and appliances,data science and analytics,business intelligence and analytics,09-09-2024,1,325,
181,data science and analytics - other,anthroplace consulting,['kolkata'],700000.0,1000000.0,850000.0,"full time, permanent",2,7,b.tech/b.e.,Not Specified,Not Specified,"['aws', 'data analytics', 'power bi', 'sisense', 'sql', 'tableau']",textile and apparel (yarn and fabric),data science and analytics,data science and analytics - other,01-09-2024,1,3792,
182,data analyst,novartis healthcare pvt. ltd.,['hyderabad'],,,,"full time, permanent",2,4,Any Graduate,any postgraduate,Not Specified,"['agile', 'data analyst', 'data modeling', 'data quality', 'ms office', 'pharma', 'procurement', 'sql', 'stakeholder engagement', 'supply chain']",pharmaceutical and life sciences,data science and analytics,business intelligence and analytics,19-08-2024,1,751,4.1
183,data science and analytics - other,"pro-vigil, inc.(a riverside group company)",['visakhapatnam'],,,,"full time, permanent",2,5,b.tech/b.e.,mca,Not Specified,"['advanced excel', 'dashboards', 'data analysis', 'excel', 'google sheets', 'mysql', 'power bi', 'sql database', 'tableau']",it services and consulting,data science and analytics,data science and analytics - other,09-09-2024,1,717,2.9
184,data analyst,jibe development services,['navi mumbai'],,,,"full time, permanent",2,4,Any Graduate,Not Specified,Not Specified,"['advanced excel', 'data analysis', 'data extraction', 'excellent communication in english', 'procurement', 'purchase software knowledge', 'qc', 'vendor data management']",software product,data science and analytics,business intelligence and analytics,09-09-2024,4,318,3.2
185,data analyst,magic infomedia,['new delhi'],,,,"full time, permanent",0,2,Any Graduate,any postgraduate,Not Specified,"['advanced excel', 'cleansing', 'configuration', 'dashboards', 'data analysis', 'data analytics', 'data cleansing', 'data integrity', 'data management', 'data mining', 'data validation', 'data visualization', 'excel', 'master data', 'metadata', 'python', 'quality assurance', 'reporting', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,10741,
186,software development - other,client of the recruitingwebs,"['mumbai', 'navi mumbai']",1500000.0,2000000.0,1750000.0,"full time, permanent",6,11,b.tech/b.e.,mca,Not Specified,"['aml', 'anti money laundering', 'aws', 'aws platform', 'sql', 'us shift']",it services and consulting,engineering - software and qa,software development,08-09-2024,1,187,
187,data analyst,idfc first bharat,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",5,10,b.tech/b.e.,m.tech,Not Specified,"['analytical', 'analytics', 'banking', 'continuous improvement', 'data analyst', 'data analytics', 'lead analyst', 'manager technology', 'test strategy']",banking,data science and analytics,business intelligence and analytics,10-08-2024,1,924,4.5
188,data analyst,digital glyde,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",0,3,Any Graduate,any postgraduate,Not Specified,"['analytical', 'data analysis', 'data analyst', 'data integrity', 'data visualization', 'excel', 'power bi', 'python', 'sql', 'statistical analysis']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,37388,3.9
189,data analyst,aveva,['hyderabad'],,,,"full time, permanent",3,7,Any Graduate,any postgraduate,Not Specified,"['compliance', 'data analysis', 'data governance', 'data management', 'data quality', 'infrastructure', 'power bi', 'quality monitoring', 'sql']",it services and consulting,data science and analytics,business intelligence and analytics,05-09-2024,1,692,4.4
190,data analyst,aveva,['hyderabad'],,,,"full time, permanent",3,6,Any Graduate,any postgraduate,Not Specified,"['data analysis', 'data governance analysis', 'power bi', 'sql']",it services and consulting,data science and analytics,business intelligence and analytics,05-09-2024,1,970,4.4
191,data analyst,aveva,"['hyderabad', 'telangana']",,,,"full time, permanent",3,8,Any Graduate,any postgraduate,Not Specified,"['data analysis', 'data governance', 'data maintenance', 'data management', 'data quality', 'power bi', 'quality monitoring', 'sql server']",it services and consulting,data science and analytics,business intelligence and analytics,05-09-2024,1,1181,4.4
192,data science and analytics - other,aveva,['hyderabad'],,,,"full time, permanent",6,11,Any Graduate,Not Specified,Not Specified,"['data governance', 'power bi', 'sql']",industrial automation,data science and analytics,data science and analytics - other,05-09-2024,1,485,4.4
193,data analyst,siemens,['bangalore'],,,,"full time, permanent",0,6,b.tech/b.e.,any postgraduate,Not Specified,"['analytical', 'data analysis', 'data extraction', 'data modeling', 'data quality', 'forecasting', 'manager quality assurance', 'power bi', 'sql', 'trend analysis']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,11205,4.2
194,data analyst,gun marine services (gms),"['hyderabad', 'jammu', 'kolkata']",,,,"full time, permanent",4,9,diploma,any postgraduate,ph.d/doctorate,"['business intelligence', 'data analysis', 'etl', 'mysql', 'power bi', 'python', 'saas', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,26-08-2024,1,937,3.9
195,it infrastructure services - other,ilensys technologies,['hyderabad'],,,,"full time, permanent",7,12,Any Graduate,Not Specified,Not Specified,"['big data tools', 'data visualization', 'excel', 'power bi', 'python', 'r', 'sql', 'tableau']",it services and consulting,it and information security,it infrastructure services,26-08-2024,1,771,4.3
196,data analyst,sma solar india,['hyderabad'],800000.0,1000000.0,900000.0,"full time, permanent",2,5,Any Graduate,Not Specified,Not Specified,"['analysis', 'analytical', 'analytics', 'communication skills', 'data analysis', 'data architecture', 'data extraction', 'data visualization', 'etl', 'etl process', 'mysql', 'postgresql', 'power bi', 'python', 'quality', 'salesforce', 'salesforce data loader', 'sql', 'tableau', 'verbal communication', 'written communication']",not mentioned,data science and analytics,business intelligence and analytics,26-08-2024,,2529,4.8
197,banking operations - other,cms info systems (cms),['navi mumbai'],400000.0,500000.0,450000.0,"full time, permanent",3,7,Any Graduate,Not Specified,Not Specified,"['data analysis', 'data cleansing', 'mis']",it services and consulting,"bfsi, investments and trading",banking operations,04-09-2024,1,600,3.7
198,data science and analytics - other,htc global services,['bangalore'],275000.0,600000.0,437500.0,"full time, permanent",5,7,Any Graduate,Not Specified,Not Specified,"['analytical skills', 'data controller', 'master data management', 'sap']",it services and consulting,data science and analytics,data science and analytics - other,02-09-2024,1,760,3.7
199,data analyst,indian mnc,['bangalore'],1500000.0,2000000.0,1750000.0,"full time, permanent",6,11,Any Graduate,Not Specified,Not Specified,"['data analysis', 'power bi', 'python']",it services and consulting,data science and analytics,business intelligence and analytics,04-09-2024,1,2829,
200,data science and analytics - other,mnc in b2b accounting sector,['bangalore'],2500000.0,2750000.0,2625000.0,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['basel', 'credit risk', 'irb', 'python', 'risk data', 'rwa', 'sas', 'sql']",accounting / auditing,data science and analytics,data science and analytics - other,27-08-2024,20,531,
201,data analyst,ipropal,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",1,3,Any Graduate,any postgraduate,Not Specified,"['artificial intelligence', 'data analysis', 'data analyst', 'data analytics', 'machine learning', 'mechanical']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,7172,
202,database architect / designer,cindrebay school of fashion & interior design,"['bangalore', 'coimbatore', 'hyderabad', 'indore', 'kannur', 'kochi', 'kolkata', 'kozhikode', 'lucknow', 'nagpur', 'pune', 'thiruvananthapuram', 'thodupuzha']",,,,"full time, permanent",1,4,Any Graduate,any postgraduate,Not Specified,"['business data analyst', 'data analysis', 'data analytics', 'data collection systems', 'data mining', 'database design development', 'information management', 'report writing', 'secondary data', 'statistics']",education / training,engineering - software and qa,dba / data warehousing,10-08-2024,1,14900,3.5
203,data analyst,tetrahed inc,"['hyderabad', 'noida', 'pune']",,,,"full time, permanent",4,7,b.tech/b.e.,any postgraduate,ph.d/doctorate,"['bigquery', 'data analyst', 'data analytics', 'data modeling', 'data visualization', 'data warehousing', 'looker', 'power bi', 'qliksense']",it services and consulting,data science and analytics,business intelligence and analytics,15-08-2024,1,3344,
204,data analyst,response informatics,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",5,10,Any Graduate,any postgraduate,Not Specified,"['data analyst', 'data analytics', 'data visualization', 'microstrategy', 'rdbms', 'sql']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,5568,3.7
205,data analyst,nextcomm,"['bangalore', 'chennai', 'hyderabad', 'kolkata', 'mumbai', 'new delhi', 'pune']",,,,"full time, permanent",1,8,Any Graduate,any postgraduate,Not Specified,"['advanced excel', 'cleansing', 'configuration', 'dashboards', 'data analysis', 'data analytics', 'data cleansing', 'data integrity', 'data management', 'data mining', 'data validation', 'data visualization', 'excel', 'master data', 'metadata', 'python', 'quality assurance', 'reporting', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,9100,
206,data science and analytics - other,randstad offshore,['chennai'],,,,"full time, permanent",1,5,Any Graduate,Not Specified,Not Specified,"['analyst', 'data analyst', 'e-discovery', 'excel', 'relativity']",it services and consulting,data science and analytics,data science and analytics - other,01-09-2024,5,6931,
207,data analyst,recruitrix technologies llp,['hyderabad'],,,,"full time, permanent",0,2,b.tech/b.e.,any postgraduate,Not Specified,"['data analyst', 'data management', 'excel', 'graphics', 'statistics']",management consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,11627,
208,data analyst,cybernetic management professionals,['noida'],650000.0,800000.0,725000.0,"full time, permanent",3,5,b.tech/b.e.,Not Specified,Not Specified,"['azure datawarehouse', 'data analytics', 'power bi']",electronic components / semiconductors,data science and analytics,business intelligence and analytics,05-09-2024,1,1037,
209,data scientist,teamlogic it,['ahmedabad'],1500000.0,2000000.0,1750000.0,"full time, permanent",3,5,Any Graduate,Not Specified,Not Specified,"['data cleansing', 'data ingestion', 'data modeling', 'data pipeline', 'data processing', 'langchain', 'python']",it services and consulting,data science and analytics,data science and machine learning,07-09-2024,1,2306,5.0
210,data analyst,atidiv,['pune'],,,,"full time, permanent",4,8,b.tech/b.e.,m.tech,Not Specified,"['data build tool', 'dbt', 'gcp', 'python', 'r', 'snowflake', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,05-09-2024,1,2983,3.0
211,data analyst,affine analytics,['chennai'],,,,"full time, permanent",4,8,Any Graduate,any postgraduate,Not Specified,"['business analysis', 'data analysis', 'data management', 'data visualization', 'qlik sense', 'sql']",it services and consulting,data science and analytics,business intelligence and analytics,03-09-2024,1,734,3.3
212,data science and analytics - other,vserve ebusiness solutions india,['coimbatore'],50000.0,50000.0,50000.0,"full time, permanent",5,8,Any Graduate,mba/pgdm,Not Specified,"['advanced excel', 'excel', 'problem solving skills', 'sql', 'statistics']",internet (e-commerce),data science and analytics,data science and analytics - other,03-09-2024,1,121,4.3
213,data engineer,actalent services,['hyderabad'],,,,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['data analytics', 'data science', 'machine learning', 'python']",it services and consulting,engineering - software and qa,software development,22-08-2024,1,613,3.5
214,data analyst,fusion plus solutions,['hyderabad'],,,,"full time, permanent",2,4,Any Graduate,any postgraduate,Not Specified,"['billing', 'business process', 'data analyst', 'data analytics', 'data mining', 'data quality', 'python', 'service tax', 'sql', 'stm']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,2676,3.0
215,data analyst,inopen technologies,['hyderabad'],,,,"full time, permanent",1,3,Any Graduate,any postgraduate,Not Specified,"['articulate', 'cleansing', 'configuration', 'dashboards', 'data analysis', 'data analytics', 'data cleansing', 'data integrity', 'data management', 'data mining', 'data visualization', 'excel', 'master data management', 'metadata', 'python', 'quality assurance', 'reporting', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,1932,3.8
216,data analyst,jobaaj (a unit of nishtya infotech ),"['bangalore', 'delhi', 'mumbai']",500000.0,1200000.0,850000.0,"full time, permanent",3,6,b.tech/b.e.,m.tech,Not Specified,"['data analysis', 'data management', 'data quality assurance', 'power bi', 'python', 'r', 'sql', 'strategic planning', 'tableau']",recruitment / staffing,data science and analytics,business intelligence and analytics,05-09-2024,,1950,
217,data analyst,an insurance company,['kolkata'],700000.0,1000000.0,850000.0,"full time, permanent",1,3,Any Graduate,Not Specified,Not Specified,"['advanced excel', 'data analysis', 'data analytics', 'power bi', 'sql']",insurance,data science and analytics,business intelligence and analytics,02-09-2024,1,1139,
218,data analyst,shell infotech,['hyderabad'],2000000.0,3000000.0,2500000.0,"full time, temporary/contractual",5,8,Any Graduate,Not Specified,Not Specified,"['data analysis', 'power bi', 'report generation', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,27-08-2024,1,1211,
219,business analyst,disha consultant,"['bangalore', 'chennai', 'jaipur', 'pune']",,,,"full time, permanent",2,4,b.tech/b.e.,m.tech,Not Specified,"['advanced excel', 'data analysis', 'data analyst', 'data analytics', 'data management', 'data validation', 'data visualization', 'macros', 'management', 'sql']",recruitment / staffing,data science and analytics,business intelligence and analytics,10-08-2024,1,16269,
220,data science and analytics - other,loyalytics,['bangalore'],,,,"full time, permanent",2,5,Any Graduate,any postgraduate,Not Specified,"['data bricks', 'power bi', 'python', 'sql']",it services and consulting,data science and analytics,data science and analytics - other,27-08-2024,1,8635,4.1
221,data analyst,boston consulting group,['gurgaon'],,,,"full time, permanent",2,4,Any Graduate,any postgraduate,Not Specified,"['business strategy', 'consulting', 'data analytics', 'management consulting', 'operations research', 'packaging', 'production planning', 'resource allocation', 'supply chain', 'technical support']",management consulting,data science and analytics,business intelligence and analytics,22-08-2024,1,627,3.8
222,procurement analyst,faurecia,['pune'],,,,"full time, permanent",2,5,b.tech/b.e.,mba/pgdm,Not Specified,"['excel', 'mis', 'power apps', 'power automate', 'power bi']",auto components,procurement and supply chain,procurement and purchase,28-08-2024,1,990,3.9
223,data analyst,winning edge,['bangalore'],,,,"full time, permanent",4,6,Any Graduate,any postgraduate,ph.d/doctorate,"['aws', 'cicd', 'cloud templates', 'data engineer', 'etl', 'github', 'glue', 'itil', 'jira', 'lambda', 'power bi', 'python', 'redshift', 's3', 'sagemaker', 'sql', 'tableau']",pharmaceutical and life sciences,data science and analytics,business intelligence and analytics,01-09-2024,,1062,2.5
224,data analyst,hitachi energy,['chennai'],,,,"full time, permanent",2,5,Any Graduate,any postgraduate,Not Specified,"['business intelligence', 'data analyst', 'data analytics', 'data quality', 'finance', 'management', 'manager technology', 'market segmentation', 'sales']",power,data science and analytics,business intelligence and analytics,10-08-2024,1,287,4.2
225,data analyst,adidas,['gurgaon'],,,,"full time, permanent",3,6,Any Graduate,any postgraduate,Not Specified,"['analytical', 'analytics', 'brand marketing', 'business administration', 'data analysis', 'data analytics', 'data modeling', 'data visualization', 'sql', 'wholesale']",retail,data science and analytics,business intelligence and analytics,10-08-2024,1,1003,4.0
226,data analyst,optimum info system,"['bangalore', 'chennai']",,,,"full time, permanent",6,11,Any Graduate,Not Specified,Not Specified,"['alteryx', 'data analyst', 'data cleansing', 'data extraction', 'data manipulation', 'data mining', 'data reporting', 'data visualization', 'power bi', 'python', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,27-08-2024,1,1092,
227,data analyst,leading client,['bangalore'],,,,"full time, permanent",2,6,b.sc,any postgraduate,ph.d/doctorate,"['ai/ml', 'data analysis', 'data pipeline', 'function development', 'grafana', 'power bi', 'python', 'relational database development', 'sql']",software product,data science and analytics,business intelligence and analytics,28-08-2024,,5807,
228,data science and analytics - other,healthcare & lifescience firm,['gurgaon'],,,,"full time, permanent",1,3,Any Graduate,Not Specified,Not Specified,"['data analysis', 'excel', 'power bi', 'powerpoint']",pharmaceutical and life sciences,data science and analytics,data science and analytics - other,26-08-2024,1,2419,
229,data analyst,impelsys india,['bangalore'],,,,"full time, permanent",7,12,Any Graduate,Not Specified,Not Specified,"['data access management', 'data catalogue management', 'data governance', 'data governance analyst', 'data quality', 'data sharing', 'governance', 'reference data']",it services and consulting,data science and analytics,business intelligence and analytics,05-09-2024,1,216,3.6
230,data analyst,capco,"['bangalore', 'chennai', 'gurgaon', 'hyderabad', 'mumbai', 'pune']",,,,"full time, permanent",7,8,Any Graduate,any postgraduate,Not Specified,"['business process', 'compliance', 'data governance', 'data management', 'financial services', 'management consulting', 'operational risk', 'operational risk management', 'process improvement', 'uml']",banking,data science and analytics,business intelligence and analytics,10-08-2024,1,419,3.6
231,data scientist,client co,['bangalore'],1400000.0,2400000.0,1900000.0,"full time, permanent",2,7,Any Graduate,Not Specified,Not Specified,"['data science or data analysis', 'python programming']",it services and consulting,data science and analytics,data science and machine learning,06-09-2024,50,5983,
232,data analyst,augie,['bangalore'],,,,"full time, permanent",0,3,Any Graduate,any postgraduate,Not Specified,"['data analyst', 'data collection', 'data visualization', 'database', 'excel', 'market analysis', 'powerpoint', 'troubleshooting', 'usage']",ngo / social services / industry associations,data science and analytics,business intelligence and analytics,10-08-2024,1,25866,
233,data analyst,bombay play,['bangalore'],,,,"full time, permanent",0,3,b.a,any postgraduate,Not Specified,"['analytical', 'analytics', 'c++', 'data analyst', 'javascript', 'machine learning', 'open source', 'python', 'sql', 'statistics']",internet,data science and analytics,business intelligence and analytics,10-08-2024,1,11324,4.5
234,data science and analytics - other,national institute for smart government (nisg),['new delhi'],,,,"full time, temporary/contractual",6,10,b.tech/b.e.,m.tech,Not Specified,"['data analytics', 'machine learning', 'report generation']",it services and consulting,data science and analytics,data science and analytics - other,19-08-2024,1,614,3.8
235,data analyst,raileurope india,['mumbai'],,,,"full time, permanent",5,9,Any Graduate,any postgraduate,Not Specified,"['aws', 'bi tools', 'business analysis', 'business analytics', 'business intelligence', 'data analytics', 'data science', 'python', 'quicksight', 'sql', 'statistics']",railways,data science and analytics,business intelligence and analytics,26-08-2024,1,2785,3.7
