,Role,Company,Location,Min_Salary,Max_Salary,Average_Salary,Employment Type,Min_Experience,Max_Experience,UG,PG,Doctorate,Key Skills,Industry Type,Department,Role Category,Date Posted,Openings,Applications,Reviews
236,data analyst,mm staffing career consultants private limited,['bangalore'],,,,"full time, permanent",0,8,Any Graduate,any postgraduate,Not Specified,"['analytical', 'analytics', 'business intelligence', 'data analysis', 'data analyst', 'microstrategy', 'python', 'reporting tools', 'sas', 'sql']",recruitment / staffing,data science and analytics,business intelligence and analytics,10-08-2024,1,9891,
237,data analyst,vision group,['kolkata'],700000.0,1000000.0,850000.0,"full time, permanent",2,4,b.tech/b.e.,m.tech,Not Specified,"['advanced excel', 'bigquery', 'business analytics', 'dashboard development', 'data analysis', 'data management', 'data manipulation', 'data visualization', 'financial analysis', 'pendo', 'power bi', 'sisense', 'sql', 'statistical data analysis', 'tableau']",analytics / kpo / research,data science and analytics,business intelligence and analytics,30-08-2024,1,4343,3.7
238,data analyst,oportun,[''],,,,"full time, permanent",3,6,Any Graduate,any postgraduate,Not Specified,"['data analysis', 'data visualization', 'executive leadership', 'power bi', 'project documentation', 'project management', 'python', 'reporting tools', 'sql', 'vulnerability management']",banking,data science and analytics,business intelligence and analytics,28-08-2024,1,597,3.3
239,data analyst,circle k stores inc,['gurgaon'],,,,"full time, permanent",2,5,Any Graduate,any postgraduate,Not Specified,"['data analyst', 'logistics']",retail,data science and analytics,business intelligence and analytics,27-08-2024,1,2737,3.7
240,data analyst,syniverse,"['bangalore', 'hyderabad']",,,,"full time, permanent",2,4,b.a,any postgraduate,Not Specified,"['customer compliance', 'customer service', 'customer success', 'machine learning', 'messaging trust data analyst']",it services and consulting,data science and analytics,business intelligence and analytics,15-08-2024,,1652,3.4
241,data analyst,careone wellness and retail,"['mumbai', 'navi mumbai']",,,,"full time, permanent",3,5,b.com in commerce,any postgraduate,Not Specified,"['data analysis', 'data analyst', 'data insights', 'data reporting', 'inventory management', 'report generation']",pharmaceutical and life sciences,data science and analytics,business intelligence and analytics,10-09-2024,,20,
242,data analyst,chubb,['telangana'],,,,"full time, permanent",4,9,b.tech/b.e.,any postgraduate,Not Specified,"['business analysis', 'data analysis', 'data mapping', 'data transformation', 'data validation', 'data warehousing', 'etl', 'sql']",insurance,data science and analytics,business intelligence and analytics,02-09-2024,,898,3.8
243,data science and analytics - other,topsource infotech solutions,['pune'],700000.0,900000.0,800000.0,"full time, permanent",2,5,Any Graduate,Not Specified,Not Specified,"['crm', 'data analysis', 'sales analysis', 'sales metrics']",financial services,data science and analytics,data science and analytics - other,02-09-2024,1,3073,3.1
244,data analyst,imocha,['pune'],,,,"full time, permanent",2,4,b.tech/b.e.,any postgraduate,ph.d/doctorate,"['data analysis', 'data collection', 'data extraction', 'data management', 'data visualization', 'microsoft sql', 'mongodb', 'power bi', 'sql']",software product,data science and analytics,business intelligence and analytics,29-08-2024,,5403,4.0
245,data science and analytics - other,alt mobility (alt nrg pvt. ltd.),['delhi'],,,,"full time, permanent",3,5,Any Graduate,Not Specified,Not Specified,"['advanced excel', 'data analysis', 'data extraction', 'data interpretation', 'data mining', 'data scrubbing', 'financial analysis', 'mis analysis']",automobile (electric vehicle (ev)),data science and analytics,data science and analytics - other,29-08-2024,1,1011,
246,data analyst,kpo / research / analytics,['gurgaon'],,,,"full time, permanent",3,5,Any Graduate,any postgraduate,ph.d/doctorate,"['advance excel', 'automation anywhere', 'data analysis', 'data analyst', 'data mining', 'data visualization', 'vba']",analytics / kpo / research,data science and analytics,business intelligence and analytics,26-08-2024,1,2948,
247,data analyst,sourcein solution,['ahmedabad'],200000.0,400000.0,300000.0,"full time, permanent",1,3,b.com in any specialization,Not Specified,Not Specified,"['advanced excel', 'charts', 'ms office tools', 'pivot table', 'power point presentation']",analytics / kpo / research,data science and analytics,business intelligence and analytics,26-08-2024,1,741,
248,data analyst,bridge waves,['kolkata'],350000.0,650000.0,500000.0,"full time, permanent",2,7,b.tech/b.e.,Not Specified,Not Specified,"['data analysis', 'data analyst']",it services and consulting,data science and analytics,business intelligence and analytics,10-09-2024,1,31,
249,data analyst,talent corner hr services,['mumbai'],,,,"full time, permanent",2,7,Any Graduate,Not Specified,Not Specified,"['data analysis', 'data cleansing', 'data management', 'statistical modeling']",pharmaceutical and life sciences,data science and analytics,business intelligence and analytics,08-09-2024,2,1181,
250,data analyst,gems & jewellery,['mumbai'],,,,"full time, permanent",2,6,Any Graduate,any postgraduate,ph.d/doctorate,"['calendar management', 'data analysis', 'data engineering', 'data validation', 'data visualization', 'sql', 'tableau', 'troubleshooting']",it services and consulting,data science and analytics,business intelligence and analytics,02-09-2024,1,2461,
251,data science and analytics - other,purview india consulting and services llp,['pune'],1500000.0,2000000.0,1750000.0,"full time, permanent",5,10,Any Graduate,Not Specified,Not Specified,"['agile', 'data analysis', 'hadoop', 'pyspark', 'python', 'sql']",it services and consulting,data science and analytics,data science and analytics - other,01-09-2024,1,1514,
252,data analyst,"fortune india 500 mnc, banking firm",['pune'],800000.0,1800000.0,1300000.0,"full time, permanent",6,10,Any Graduate,any postgraduate,ph.d/doctorate,"['data analysis', 'data analyst', 'pyspark', 'python', 'scala', 'sql']",it services and consulting,data science and analytics,business intelligence and analytics,01-09-2024,1,695,
253,data analyst,torry harris business solutions,['bangalore'],,,,"full time, permanent",5,8,Any Graduate,any postgraduate,Not Specified,"['analytical', 'aws', 'cloud platforms', 'communication skills', 'data analysis', 'data analytics', 'data pipeline', 'data science', 'data visualization', 'machine learning', 'matplotlib', 'microsoft azure', 'modeling', 'nosql', 'numpy', 'pandas', 'predictive modeling', 'python', 'scikit-learn', 'sql', 'statistics', 'teamwork']",it services and consulting,data science and analytics,business intelligence and analytics,13-08-2024,,294,3.9
254,data analyst,quince corporate services,['bangalore'],,,,"full time, permanent",1,4,Any Graduate,any postgraduate,Not Specified,"['agile', 'data analyst', 'data analytics', 'e-commerce', 'sql']",retail,data science and analytics,business intelligence and analytics,22-08-2024,1,1328,
255,data analyst,freshtohome,['bangalore'],,,,"full time, permanent",1,3,Any Graduate,any postgraduate,Not Specified,"['automation', 'business analysis', 'conceptualization', 'data analysis', 'data analytics', 'marketing campaigns', 'monitoring', 'publishing', 'python', 'sql']",internet,data science and analytics,business intelligence and analytics,10-08-2024,1,3071,3.7
256,risk management and compliance - other,axa xl,"['bangalore( marathahalli', 'devarabeesana halli )', 'varthur']",,,,"full time, permanent",2,4,llb in law,Not Specified,Not Specified,"['data privacy', 'data protection', 'data security', 'excel']",insurance,risk management and compliance,risk management and compliance - other,05-09-2024,1,1835,3.6
257,data analyst,essenware private limted,"['hyderabad', 'nizamabad', 'warangal']",,,,"full time, permanent",1,3,Any Graduate,any postgraduate,Not Specified,"['analytical', 'coding', 'data analyst', 'data modeling', 'healthcare', 'operations', 'postgresql', 'python', 'sql', 'xml']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,1584,4.7
258,data analyst,essenware private limted,['hyderabad'],,,,"full time, permanent",1,3,Any Graduate,any postgraduate,Not Specified,"['analytical', 'coding', 'data analyst', 'data modeling', 'infrastructure', 'operations', 'postgresql', 'spark', 'teaching', 'xml']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,1018,4.7
259,data analyst,ms clinical research,['bangalore'],,,,"full time, permanent",1,4,Any Graduate,any postgraduate,Not Specified,"['cleansing', 'configuration', 'dashboards', 'data analysis', 'data analytics', 'data cleansing', 'data integrity', 'data management', 'data mining', 'data visualization', 'excel', 'master data management', 'metadata', 'python', 'quality assurance', 'reporting', 'research', 'sql', 'tableau']",analytics / kpo / research,data science and analytics,business intelligence and analytics,10-08-2024,1,4074,3.3
260,data analyst,idfc first bharat,['mumbai'],,,,"full time, permanent",2,5,b.tech/b.e.,m.tech,Not Specified,"['analytical', 'analytics', 'banking', 'continuous improvement', 'data analyst', 'data analytics', 'lead analyst', 'manager technology', 'test strategy']",banking,data science and analytics,business intelligence and analytics,10-08-2024,1,422,4.5
261,data analyst,naghavi fintech,['bangalore'],,,,"full time, permanent",5,9,Any Graduate,any postgraduate,Not Specified,"['cognos', 'data analytics', 'power bi', 'sas', 'tibco']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,367,
262,data analyst,scientific bio minds,['bangalore'],,,,"full time, permanent",1,3,Any Graduate,any postgraduate,Not Specified,"['cleansing', 'configuration', 'dashboards', 'data analysis', 'data analytics', 'data cleansing', 'data integrity', 'data management', 'data mining', 'data validation', 'data visualization', 'excel', 'master data management', 'metadata', 'python', 'quality assurance', 'reporting', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,2335,
263,data analyst,global pharma tek,['bangalore'],,,,"full time, permanent",3,5,Any Graduate,mba/pgdm,Not Specified,"['consulting', 'data analyst', 'data analytics', 'data science', 'focus', 'it infrastructure', 'programming', 'python', 'sql azure', 'weaving']",pharmaceutical and life sciences,data science and analytics,business intelligence and analytics,10-08-2024,1,1456,3.1
264,data analyst,global pharma tek,['bangalore'],,,,"full time, permanent",5,7,Any Graduate,mba/pgdm,Not Specified,"['consulting', 'data analyst', 'data analytics', 'data science', 'focus', 'it infrastructure', 'programming', 'python', 'sql azure', 'weaving']",pharmaceutical and life sciences,data science and analytics,business intelligence and analytics,10-08-2024,1,1256,3.1
265,data analyst,ea games (electronic arts),['hyderabad'],,,,"full time, permanent",2,3,Any Graduate,post graduation not required,Not Specified,"['analytical skills', 'analytics', 'data analyst', 'data visualization', 'javascript', 'manager quality assurance', 'microsoft', 'power bi', 'sql', 'tableau']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,519,4.2
266,business analyst,ea games (electronic arts),['hyderabad'],,,,"full time, permanent",3,6,Any Graduate,post graduation not required,Not Specified,"['consulting', 'data analysis', 'data analyst', 'data visualization', 'html', 'microsoft', 'operations', 'power bi', 'simulation', 'sql']",it services and consulting,data science and analytics,business intelligence and analytics,10-08-2024,1,1399,4.2
267,data science and analytics - other,fedex,"['bangalore', 'delhi', 'mumbai']",,,,"full time, permanent",2,5,Any Graduate,Not Specified,Not Specified,"['aws', 'business insights', 'data analysis', 'data analytics', 'power bi', 'predictive analytics', 'python', 'spotfire', 'sql']",courier / logistics (logistics tech),data science and analytics,data science and analytics - other,11-08-2024,5,17618,4.2
